4		
Tijdsfactoren 1		
1		
0.193907001	0.956168286	1.067627326
0.162652352	0.989684247	1.125443487
0.187210154	1.00205016	1.141498363
0.299568205	1.035553545	1.142195984
0.657781606	0.996876658	1.148553803
1.132425059	1.027530277	0.737061065
1.371205648	0.985901853	0.634898849
1.410053893	0.982080146	0
1.380673305	1.060477043	0
1.416255444	1.059685779	0
1.451521331	0.981877821	0
1.491469405	0.924516506	0
1.523391556	0	0
1.519709539	0	0
1.548223841	0	0
1.603734018	0	0
1.591535122	0	0
1.417935436	0	0
1.093888371	0	0
0.794406407	0	0
0.613651455	0	0
0.498976141	0	0
0.371000965	0	0
0.268823571	0	0
		
Tijdsfactoren 2		
2		
0.101176745	0.956168286	1.067627326
0.099538156	0.989684247	1.125443487
0.155633753	1.00205016	1.141498363
0.332247639	1.035553545	1.142195984
0.716231635	0.996876658	1.148553803
1.232253014	1.027530277	0.737061065
1.472777179	0.985901853	0.634898849
1.432015047	0.982080146	0
1.455838528	1.060477043	0
1.513886859	1.059685779	0
1.538787286	0.981877821	0
1.541099889	0.924516506	0
1.641953374	0	0
1.684381172	0	0
1.768983089	0	0
1.839743032	0	0
1.641960005	0	0
1.238992837	0	0
0.849855965	0	0
0.603266063	0	0
0.466703419	0	0
0.327162879	0	0
0.207673001	0	0
0.137838928	0	0
		
Tijdsfactoren 3		
3		
0.139039531	0.956168286	1.067627326
0.117182234	0.989684247	1.125443487
0.153859457	1.00205016	1.141498363
0.26927017	1.035553545	1.142195984
0.571941952	0.996876658	1.148553803
1.025368422	1.027530277	0.737061065
1.356626926	0.985901853	0.634898849
1.424169777	0.982080146	0
1.423206694	1.060477043	0
1.475151986	1.059685779	0
1.513366882	0.981877821	0
1.540340396	0.924516506	0
1.612614531	0	0
1.667463886	0	0
1.740353664	0	0
1.825262706	0	0
1.692971508	0	0
1.362941625	0	0
0.966542469	0	0
0.682506132	0	0
0.527492902	0	0
0.418552824	0	0
0.291612273	0	0
0.202161287	0	0
		
Tijdsfactoren 4		
4		
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1


